Sample	BeeP-01-2013	BeeP-02-2013	BeeP-03-2013	BeeP-04-2013	BeeP-05-2013	BeeP-06-2013	BeeP-07-2013	BeeP-08-2013	BeeP-09-2013	BeeP-10-2013	BeeP-11-2013	BeeP-12-2013	BeeP-13-2013	BeeP-14-2013	BeeP-15-2013	BeeP-16-2013	BeeP-17-2013	BeeP-18-2013	BeeP-19-2013	BeeP-20-2013	BeeP-21-2013	BeeP-22-2013	BeeP-23-2013	BeeP-24-2013	BeeP-25-2013	BeeP-26-2013	BeeP-27-2013	BeeP-28-2013	BeeP-29-2013	BeeP-30-2013	BeeP-31-2013	BeeP-32-2013	BeeP-33-2013	BeeP-34-2013	BeeP-35-2013	BeeP-36-2013	BeeP-37-2013	BeeP-38-2013	BeeP-39-2013	BeeP-40-2013	BeeP-41-2013	BeeP-42-2013	BeeP-43-2013	BeeP-44-2013	BeeP-45-2013	BeeP-46-2013	BeeP-47-2013	BeeP-48-2013	BeeP-49-2013	BeeP-50-2013	BeeP-Q1-2013	BeeP-Q2-2013	BP10	BP11	BP12	BP13	BP14	BP15	BP16	BP17	BP18	BP19	BP1	BP20	BP21	BP22	BP23	BP24	BP25	BP26	BP27	BP28	BP29	BP2	BP30	BP31	BP32	BP33	BP34	BP35	BP36	BP37	BP38	BP39	BP3	BP40	BP41	BP42	BP43	BP44	BP45	BP46	BP47	BP48	BP49	BP4	BP50	BP5	BP6	BP7	BP8	BP9
BP15_NODE_70_length_1332_cov_1_065235	0	0	0	0	2	40	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0
BP15_NODE_81_length_1278_cov_0_366465	0	0	0	0	0	37	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	6	0	16	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	2	194	0	0	4	4	2	2	0	0	2	4	6	0	14	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	17	0	0	0	0	0
BP15_NODE_82_length_1270_cov_1_711923	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	297	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
BP15_NODE_85_length_1250_cov_0_611160	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	108	2	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0
BP15_NODE_97_length_1182_cov_0_886899	0	0	0	0	0	158	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	234	0	2	2	1	0	0	0	0	1	2	0	0	24	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	2
BP15_NODE_104_length_1154_cov_0_493708	0	0	0	0	2	34	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	2	0	0	0	0	2	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
BP15_NODE_105_length_1152_cov_1_357905	0	0	0	0	0	40	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	158	1	0	1	4	0	0	0	0	3	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	2	0
BP15_NODE_119_length_1084_cov_0_457944	0	0	0	0	0	25	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	42	0	0	6	2	0	0	0	0	0	8	0	0	6	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	2	0	0	2	0	2	0	0	0	2	2	0	0	0	0	0
BP15_NODE_122_length_1079_cov_0_449896	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	46	0	0	2	6	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0
BP15_NODE_124_length_1067_cov_2_100423	0	0	0	0	2	5	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	36	2	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	248	0	0	2	4	0	0	0	0	8	8	0	0	38	0	2	0	0	20	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
BP15_NODE_129_length_1047_cov_0_571274	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	2	0	0	0	0	4	1	0	0	0	0	0	0	0	50	0	2	0	2	0	0	0	0	2	6	0	0	13	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	2	0	1	2	18	0	0	0	0	0
BP15_NODE_130_length_1044_cov_0_600217	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	1	171	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	7	0	0	0	0	0
BP15_NODE_132_length_1028_cov_2_038589	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	182	0	0	0	2	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	4	0	0	0	0	0
BP15_NODE_142_length_997_cov_0_331050	0	0	0	0	2	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	42	0	0	0	2	0	0	0	0	4	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
BP15_NODE_159_length_955_cov_0_803357	0	0	0	0	0	93	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	96	0	4	0	6	2	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	1	0	0	0	2	0	0	9	0	0	0	0	2
BP15_NODE_163_length_952_cov_0_407942	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	34	0	0	0	2	0	0	0	0	6	0	0	0	3	0	0	2	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	11	0	0	0	0	0
BP15_NODE_168_length_943_cov_0_406326	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	82	0	0	4	5	0	0	0	2	2	0	0	0	5	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	10	0	0	0	0	2
BP15_NODE_176_length_923_cov_0_677057	0	0	0	0	0	15	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	97	0	1	4	118	0	4	0	0	0	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0
BP15_NODE_177_length_922_cov_2_249688	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	0	0	13	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BP15_NODE_184_length_912_cov_2_384324	0	0	0	0	2	262	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	10	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	439	0	0	4	24	0	0	0	0	5	2	0	0	9	0	0	0	0	2	0	0	0	13	0	0	0	0	0	0	0	0	8	0	2	0	1	0	2	0	16	0	0	0	0	0
BP15_NODE_185_length_908_cov_0_790343	0	0	0	0	0	14	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BP15_NODE_194_length_895_cov_0_934109	0	0	0	0	0	56	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	4	2	149	0	0	3	2	2	0	0	0	0	0	0	0	13	0	0	3	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
BP15_NODE_197_length_887_cov_2_682768	0	0	0	0	0	48	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	2	0	0	6	0	2	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	295	0	0	5	12	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	1	0	0	0	0	2	0	0	20	0	0	0	0	0
BP15_NODE_198_length_887_cov_0_698433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	2	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
BP15_NODE_206_length_875_cov_0_481432	0	0	0	0	0	6	0	2	0	4	0	2	0	2	0	0	0	0	2	0	0	2	0	0	2	0	0	6	0	2	0	0	2	0	0	2	4	0	0	2	0	13	0	0	0	0	8	2	2	2	14	0	0	0	0	2	2	34	6	0	4	0	4	0	2	0	0	2	0	0	3	0	6	8	2	0	0	2	0	0	0	5	0	0	0	0	2	0	4	0	0	0	0	2	2	0	0	6	12	14	2	0
BP15_NODE_208_length_874_cov_0_633466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	36	17	41	71	2	2	3	0	2	11	0	13	3	4	0	0	0	0	27	0	2	0	2	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	26	29	42	32	0
BP15_NODE_227_length_840_cov_0_695410	0	0	0	0	0	22	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	8	0	0	0	0	50	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2	0	1	0	0	0	0	0
BP15_NODE_239_length_826_cov_0_625532	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	1	6	0	0	0	0	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0
BP15_NODE_261_length_787_cov_0_747748	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	47	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
BP15_NODE_271_length_773_cov_0_501534	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
BP15_NODE_273_length_771_cov_1_112308	0	0	0	0	0	16	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	2	0	0	0	0	0	2	2	0	0	4	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0
BP15_NODE_287_length_755_cov_0_388013	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	27	0	0	0	2	0	0	0	0	0	2	0	0	10	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0
BP15_NODE_289_length_753_cov_0_968354	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
BP15_NODE_298_length_744_cov_1_359551	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	2	3	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
BP15_NODE_326_length_708_cov_1_574106	0	0	0	0	0	46	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	1	1	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
BP15_NODE_349_length_690_cov_0_347979	0	0	0	0	0	20	0	0	0	0	12	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	68	14	4	6	5	0	0	0	0	2	2	0	0	9	0	0	10	0	0	0	0	4	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	4	0	0	2	0	0
BP15_NODE_353_length_683_cov_0_460854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
BP15_NODE_359_length_679_cov_0_060932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	13	25	18	0	0	0	0	0	10	0	0	2	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	17	10	0
BP15_NODE_368_length_668_cov_0_751371	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0
BP15_NODE_371_length_662_cov_0_887246	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	2	0	0	0	0	2	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
BP15_NODE_373_length_660_cov_0_497217	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BP15_NODE_378_length_657_cov_0_919776	0	0	0	0	0	32	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
BP15_NODE_384_length_647_cov_3_146388	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	334	0	0	0	0	2	0	2	0	4	4	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	11	0	0	0	0	0
BP15_NODE_405_length_628_cov_6_258383	0	0	0	0	0	14	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	479	0	0	0	5	0	0	0	0	2	2	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	4	4	0	0	0	0	0
BP15_NODE_420_length_619_cov_0_797189	0	2	0	0	0	21	0	4	0	2	6	0	0	0	2	0	0	0	0	0	2	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	26	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	2	0	0	0
BP15_NODE_433_length_614_cov_0_119675	0	8	0	0	4	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	37	37	34	0	0	0	0	0	14	0	0	10	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	29	40	57	0
BP15_NODE_435_length_612_cov_0_283096	0	0	0	0	0	42	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	2	0	2	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
BP15_NODE_447_length_600_cov_0_964509	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	2	0	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BP15_NODE_452_length_599_cov_0_150628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	9	20	7	0	0	0	0	0	10	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	9	5	15	0
BP15_NODE_456_length_596_cov_1_124211	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	2	2	6	0	0	0	0	6	0	2	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	21	0	0	0	0	0
BP15_NODE_462_length_593_cov_0_391949	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	10	0	4	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BP15_NODE_470_length_589_cov_0_470085	0	0	0	0	0	15	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BP15_NODE_472_length_588_cov_0_483940	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	2	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BP15_NODE_476_length_586_cov_1_204301	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	2	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BP15_NODE_485_length_582_cov_0_748373	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	83	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BP15_NODE_487_length_580_cov_0_309368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BP15_NODE_490_length_578_cov_1_446389	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
BP15_NODE_491_length_578_cov_0_306346	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
